%time,field.header.seq,field.header.stamp,field.header.frame_id,field.quality,field.latitude,field.longitude,field.altitude,field.utm_easting,field.utm_northing,field.zone_number,field.zone_letter
1697470338906671750,1,162948799999999,GPS1_Frame,5,42.33818817138672,-71.08462524414062,4.90500020980835,328269.625,4689430.5,19,T
1697470339509259998,2,162949799999999,GPS1_Frame,5,42.33817672729492,-71.0846176147461,4.867000102996826,328270.4375,4689429.5,19,T
1697470340111936815,3,162950799999999,GPS1_Frame,5,42.33816909790039,-71.08460998535156,4.828000068664551,328271.25,4689428.5,19,T
1697470340714145374,4,162951799999999,GPS1_Frame,5,42.33816146850586,-71.08460235595703,4.836999893188477,328271.96875,4689427.5,19,T
1697470341317151100,5,162952799999999,GPS1_Frame,5,42.33815002441406,-71.08458709716797,4.775000095367432,328272.8125,4689426.5,19,T
1697470341919742567,6,162953799999999,GPS1_Frame,5,42.33814239501953,-71.08457946777344,4.699999809265137,328273.59375,4689425.0,19,T
1697470342522012611,7,162954799999999,GPS1_Frame,5,42.338130950927734,-71.0845718383789,4.671999931335449,328274.28125,4689424.0,19,T
1697470343124274918,8,162955799999999,GPS1_Frame,5,42.3381233215332,-71.08455657958984,4.72599983215332,328275.0625,4689423.0,19,T
1697470343726580426,9,162956799999999,GPS1_Frame,5,42.338111877441406,-71.08454895019531,4.6539998054504395,328275.8125,4689422.0,19,T
1697470344329119476,10,162957799999999,GPS1_Frame,5,42.338104248046875,-71.08454132080078,4.671999931335449,328276.59375,4689421.0,19,T
1697470344931148118,11,162958799999999,GPS1_Frame,5,42.33809280395508,-71.08453369140625,4.885000228881836,328277.375,4689420.0,19,T
1697470345533261490,12,162959799999999,GPS1_Frame,5,42.33808517456055,-71.08451843261719,5.366000175476074,328278.28125,4689419.0,19,T
1697470346135597460,13,163000799999999,GPS1_Frame,5,42.338069915771484,-71.08448791503906,13.982999801635742,328281.03125,4689417.0,19,T
1697470346737934586,14,163001799999999,GPS1_Frame,1,42.338043212890625,-71.08444213867188,25.575000762939453,328284.46875,4689414.0,19,T
1697470347340122270,15,163002799999999,GPS1_Frame,5,42.33802032470703,-71.08438110351562,42.1510009765625,328289.25,4689411.5,19,T
1697470347942536034,16,163003799999999,GPS1_Frame,5,42.337974548339844,-71.08424377441406,85.74700164794922,328300.53125,4689406.0,19,T
1697470348544961768,17,163004799999999,GPS1_Frame,5,42.33799362182617,-71.08433532714844,52.42499923706055,328293.3125,4689408.5,19,T
1697470349147541054,18,163005799999999,GPS1_Frame,1,42.33802032470703,-71.08435821533203,38.505001068115234,328291.21875,4689411.5,19,T
1697470349750320600,19,163006799999999,GPS1_Frame,5,42.33802032470703,-71.08442687988281,14.151000022888184,328285.8125,4689411.5,19,T
1697470350352812927,20,163007799999999,GPS1_Frame,5,42.338008880615234,-71.08441162109375,16.354000091552734,328287.125,4689410.0,19,T
1697470350955375427,21,163008799999999,GPS1_Frame,5,42.338016510009766,-71.08445739746094,-4.198999881744385,328282.96875,4689411.0,19,T
1697470351557856521,22,163009799999999,GPS1_Frame,5,42.33802795410156,-71.08451843261719,-28.75200080871582,328277.96875,4689412.5,19,T
1697470352160731807,23,163010799999999,GPS1_Frame,5,42.338043212890625,-71.0845947265625,-55.777000427246094,328272.09375,4689414.0,19,T
1697470352763548353,24,163011799999999,GPS1_Frame,5,42.337974548339844,-71.08438873291016,11.496000289916992,328288.78125,4689406.0,19,T
1697470353365523126,25,163012799999999,GPS1_Frame,5,42.33795928955078,-71.08435821533203,19.00200080871582,328291.25,4689404.5,19,T
1697470353967681560,26,163013799999999,GPS1_Frame,5,42.337947845458984,-71.0843505859375,18.687999725341797,328291.90625,4689403.5,19,T
1697470354569992072,27,163014799999999,GPS1_Frame,5,42.33794021606445,-71.08432006835938,24.594999313354492,328294.15625,4689402.0,19,T
1697470355172811944,28,163015799999999,GPS1_Frame,5,42.33792495727539,-71.08430480957031,27.392000198364258,328295.5625,4689400.5,19,T
1697470355776738298,29,163016799999999,GPS1_Frame,5,42.33791732788086,-71.08429718017578,26.38800048828125,328296.15625,4689400.0,19,T
1697470356379205154,30,163017799999999,GPS1_Frame,5,42.33790969848633,-71.08428955078125,24.871999740600586,328296.53125,4689399.0,19,T
1697470356981039162,31,163018799999999,GPS1_Frame,5,42.3379020690918,-71.08428192138672,24.051000595092773,328297.375,4689398.0,19,T
1697470357583605844,32,163019799999999,GPS1_Frame,5,42.337894439697266,-71.08427429199219,22.93199920654297,328298.125,4689397.0,19,T
1697470358186232739,33,163020799999999,GPS1_Frame,5,42.33788299560547,-71.08426666259766,22.325000762939453,328298.75,4689396.0,19,T
1697470358789230648,34,163021799999999,GPS1_Frame,5,42.33787536621094,-71.0842514038086,21.863000869750977,328299.53125,4689395.0,19,T
1697470359392013455,35,163022799999999,GPS1_Frame,5,42.337867736816406,-71.0842514038086,20.663000106811523,328300.0625,4689394.5,19,T
1697470359994903859,36,163023799999999,GPS1_Frame,5,42.337860107421875,-71.08424377441406,19.554000854492188,328300.53125,4689393.0,19,T
1697470360597778609,37,163024799999999,GPS1_Frame,5,42.33784866333008,-71.084228515625,19.71299934387207,328301.5,4689392.5,19,T
1697470361200349817,38,163025799999999,GPS1_Frame,5,42.33783721923828,-71.08422088623047,20.576000213623047,328302.40625,4689391.0,19,T
1697470361802836623,39,163026799999999,GPS1_Frame,5,42.337825775146484,-71.08422088623047,19.677000045776367,328302.46875,4689389.5,19,T
1697470362404592707,40,163027799999999,GPS1_Frame,1,42.33781814575195,-71.08421325683594,19.229000091552734,328303.0625,4689388.5,19,T
1697470363006935662,41,163028799999999,GPS1_Frame,5,42.33780288696289,-71.0842056274414,18.621000289916992,328303.53125,4689387.0,19,T
1697470363609036809,42,163029799999999,GPS1_Frame,5,42.33779525756836,-71.08419799804688,18.350000381469727,328304.28125,4689386.0,19,T
1697470364211035331,43,163030799999999,GPS1_Frame,5,42.33778762817383,-71.08418273925781,17.474000930786133,328305.0,4689385.0,19,T
1697470364813476630,44,163031799999999,GPS1_Frame,5,42.337772369384766,-71.08417510986328,17.368999481201172,328305.78125,4689383.5,19,T
1697470365416030283,45,163032799999999,GPS1_Frame,5,42.337764739990234,-71.08416748046875,16.989999771118164,328306.53125,4689382.5,19,T
1697470366018055750,46,163033799999999,GPS1_Frame,5,42.3377571105957,-71.08415985107422,16.93899917602539,328307.21875,4689381.5,19,T
1697470366620735295,47,163034799999999,GPS1_Frame,5,42.337745666503906,-71.08415222167969,16.83300018310547,328307.90625,4689380.5,19,T
1697470367223389926,48,163035799999999,GPS1_Frame,5,42.33773422241211,-71.08413696289062,16.489999771118164,328308.6875,4689379.5,19,T
1697470367825921521,49,163036799999999,GPS1_Frame,5,42.33772277832031,-71.08413696289062,14.130999565124512,328308.78125,4689378.0,19,T
1697470368428146284,50,163037799999999,GPS1_Frame,5,42.33770751953125,-71.0841293334961,12.6899995803833,328309.15625,4689376.5,19,T
1697470369030726964,51,163038799999999,GPS1_Frame,5,42.33769607543945,-71.08412170410156,12.515000343322754,328309.9375,4689375.0,19,T
1697470369683771629,52,163039799999999,GPS1_Frame,5,42.337684631347656,-71.08411407470703,11.295999526977539,328310.375,4689373.5,19,T
1697470370286540995,53,163040799999999,GPS1_Frame,5,42.33767318725586,-71.0841064453125,11.053999900817871,328311.09375,4689372.5,19,T
1697470370888823471,54,163041799999999,GPS1_Frame,5,42.33766174316406,-71.08409881591797,10.642000198364258,328311.65625,4689371.0,19,T
1697470371491324622,55,163042799999999,GPS1_Frame,5,42.337650299072266,-71.08409118652344,10.406999588012695,328312.34375,4689370.0,19,T
1697470372093292644,56,163043799999999,GPS1_Frame,5,42.337642669677734,-71.0840835571289,10.291000366210938,328313.125,4689368.5,19,T
1697470372696119613,57,163044799999999,GPS1_Frame,5,42.33763122558594,-71.08406829833984,10.319000244140625,328313.96875,4689367.5,19,T
1697470373298579638,58,163045799999999,GPS1_Frame,5,42.337623596191406,-71.08406066894531,9.855999946594238,328314.71875,4689366.5,19,T
1697470373901336209,59,163046799999999,GPS1_Frame,5,42.33761215209961,-71.08405303955078,8.947999954223633,328315.15625,4689365.5,19,T
1697470374503289398,60,163047799999999,GPS1_Frame,5,42.33760452270508,-71.08405303955078,7.519000053405762,328315.59375,4689364.5,19,T
1697470375105903439,61,163048799999999,GPS1_Frame,5,42.33759307861328,-71.08404541015625,5.573999881744385,328316.03125,4689363.5,19,T
1697470375708350848,62,163049799999999,GPS1_Frame,5,42.33758544921875,-71.08404541015625,3.183000087738037,328316.21875,4689362.5,19,T
1697470376311122792,63,163050799999999,GPS1_Frame,5,42.33757019042969,-71.08402252197266,7.434000015258789,328318.03125,4689361.0,19,T
1697470376913611449,64,163051799999999,GPS1_Frame,5,42.337562561035156,-71.08401489257812,5.36899995803833,328318.28125,4689360.0,19,T
1697470377516312323,65,163052799999999,GPS1_Frame,5,42.33755111694336,-71.0840072631836,6.175000190734863,328318.875,4689358.5,19,T
1697470378118562224,66,163053799999999,GPS1_Frame,5,42.33753967285156,-71.08399200439453,11.131999969482422,328320.53125,4689357.0,19,T
1697470378721240895,67,163054799999999,GPS1_Frame,5,42.3375244140625,-71.08396911621094,15.336999893188477,328322.25,4689355.5,19,T
1697470379324238180,68,163055799999999,GPS1_Frame,5,42.3375129699707,-71.08393859863281,21.114999771118164,328324.71875,4689354.5,19,T
1697470379926791974,69,163056799999999,GPS1_Frame,5,42.33750534057617,-71.08393859863281,18.239999771118164,328324.875,4689353.5,19,T
1697470380529232219,70,163057799999999,GPS1_Frame,5,42.33749771118164,-71.08393859863281,16.315000534057617,328324.6875,4689352.5,19,T
1697470381131620918,71,163058799999999,GPS1_Frame,5,42.337493896484375,-71.08393859863281,15.567999839782715,328324.375,4689352.0,19,T
1697470381733897888,72,163059799999999,GPS1_Frame,5,42.337493896484375,-71.08393859863281,14.23799991607666,328324.46875,4689352.0,19,T
1697470382336437803,73,163100799999999,GPS1_Frame,5,42.337486267089844,-71.08393859863281,11.958000183105469,328324.28125,4689351.5,19,T
1697470382938342125,74,163101799999999,GPS1_Frame,5,42.33747863769531,-71.08394622802734,10.73799991607666,328323.75,4689350.5,19,T
1697470383541157751,75,163102799999999,GPS1_Frame,5,42.337467193603516,-71.08395385742188,10.4399995803833,328323.0625,4689349.5,19,T
1697470384143752531,76,163103799999999,GPS1_Frame,5,42.337459564208984,-71.08396911621094,10.564000129699707,328322.1875,4689348.5,19,T
1697470384746137438,77,163104799999999,GPS1_Frame,5,42.33745193481445,-71.083984375,9.776000022888184,328320.96875,4689347.5,19,T
1697470385348992888,78,163105799999999,GPS1_Frame,5,42.33744430541992,-71.08399200439453,9.293000221252441,328319.875,4689346.5,19,T
1697470385951265311,79,163106799999999,GPS1_Frame,5,42.33743667602539,-71.0840072631836,8.934000015258789,328318.65625,4689346.0,19,T
1697470386554172957,80,163107799999999,GPS1_Frame,5,42.33742904663086,-71.08402252197266,8.5649995803833,328317.40625,4689345.0,19,T
1697470387157282603,81,163108799999999,GPS1_Frame,5,42.33742141723633,-71.08403778076172,8.522000312805176,328316.34375,4689344.0,19,T
1697470387759901176,82,163109799999999,GPS1_Frame,5,42.3374137878418,-71.08404541015625,8.609000205993652,328315.3125,4689343.0,19,T
1697470388362127300,83,163110799999999,GPS1_Frame,5,42.337406158447266,-71.08406066894531,8.604000091552734,328314.21875,4689342.5,19,T
1697470388964966077,84,163111799999999,GPS1_Frame,1,42.337398529052734,-71.08407592773438,8.928999900817871,328313.25,4689341.5,19,T
1697470389567233776,85,163112799999999,GPS1_Frame,5,42.33738708496094,-71.0840835571289,8.968999862670898,328312.28125,4689340.5,19,T
1697470390169916519,86,163113799999999,GPS1_Frame,5,42.337379455566406,-71.08409881591797,8.800000190734863,328311.21875,4689339.5,19,T
1697470390772640328,87,163114799999999,GPS1_Frame,5,42.337371826171875,-71.0841064453125,8.87600040435791,328310.28125,4689338.5,19,T
1697470391375089017,88,163115799999999,GPS1_Frame,5,42.33736038208008,-71.08412170410156,8.855999946594238,328309.375,4689338.0,19,T
1697470391977074020,89,163116799999999,GPS1_Frame,5,42.33735275268555,-71.0841293334961,8.763999938964844,328308.21875,4689337.0,19,T
1697470392579575510,90,163117799999999,GPS1_Frame,5,42.33734893798828,-71.08414459228516,8.713000297546387,328307.09375,4689336.0,19,T
1697470393182082610,91,163118799999999,GPS1_Frame,5,42.33734130859375,-71.08415985107422,8.49899959564209,328305.9375,4689335.5,19,T
1697470393785015129,92,163119799999999,GPS1_Frame,5,42.33733367919922,-71.08417510986328,8.413999557495117,328304.8125,4689334.5,19,T
1697470394337459522,93,163120799999999,GPS1_Frame,1,42.33732223510742,-71.08418273925781,8.222000122070312,328303.75,4689333.5,19,T
1697470394940074535,94,163121799999999,GPS1_Frame,1,42.33731460571289,-71.08419799804688,8.057999610900879,328302.90625,4689332.5,19,T
1697470395541440561,95,163122799999999,GPS1_Frame,5,42.33730697631836,-71.0842056274414,8.098999977111816,328301.8125,4689332.0,19,T
1697470396143895348,96,163123799999999,GPS1_Frame,5,42.33729934692383,-71.08422088623047,8.539999961853027,328300.78125,4689331.0,19,T
1697470396745962934,97,163124799999999,GPS1_Frame,5,42.3372917175293,-71.08423614501953,8.553000450134277,328299.6875,4689330.5,19,T
1697470397348761025,98,163125799999999,GPS1_Frame,5,42.337284088134766,-71.08424377441406,8.777000427246094,328298.65625,4689329.5,19,T
1697470397949958407,99,163126799999999,GPS1_Frame,5,42.337276458740234,-71.08425903320312,8.763999938964844,328297.53125,4689328.5,19,T
1697470398553023978,100,163127799999999,GPS1_Frame,5,42.3372688293457,-71.08427429199219,8.767999649047852,328296.4375,4689327.5,19,T
1697470399155203108,101,163128799999999,GPS1_Frame,5,42.337257385253906,-71.08428192138672,8.661999702453613,328295.40625,4689326.5,19,T
1697470399757663692,102,163129799999999,GPS1_Frame,5,42.337249755859375,-71.08429718017578,8.680000305175781,328294.3125,4689326.0,19,T
1697470400360076236,103,163130799999999,GPS1_Frame,5,42.33724594116211,-71.08431243896484,8.630000114440918,328293.21875,4689325.0,19,T
1697470400962392966,104,163131799999999,GPS1_Frame,5,42.33723449707031,-71.08432006835938,8.940999984741211,328292.34375,4689324.0,19,T
1697470401564652329,105,163132799999999,GPS1_Frame,5,42.33722686767578,-71.08433532714844,9.071000099182129,328291.21875,4689323.5,19,T
